,glob_occup_dist_avg,glob_idle_dist_avg,glob_demand_count,glob_demand_served,glob_demand_rejected,glob_demand_count_norm,glob_demand_served_norm,glob_demand_rejected_norm,glob_demand_rejected_per_veh,glob_demand_rejection_rate,glob_non_moving_time_rate,glob_non_mov_veh_rate,glob_veh_vacant_dens,glob_veh_density,glob_request_rate_per_veh,glob_request_rate_per_veh_per_min,glob_request_rate_per_min,glob_st_dev_idle,glob_st_dev_occup
0,22.366423357664235,3.8934306569343065,706,685,0,0.0028816326530612243,0.0027959183673469386,0.0,0.0,0.0,43.7875,39.18125,0.05117551020408164,0.1306122448979592,4.4125,0.0220625,3.53,0.10889569928898198,0.6159584685816233
1,21.698823529411765,1.3223529411764705,422,425,0,0.0017224489795918368,0.0017346938775510204,0.0,0.0,0.0,86.48618784530387,85.24033149171275,0.25189387755102055,0.29551020408163264,1.1657458563535912,0.005828729281767956,2.11,0.015691895656715117,0.25805723295313254
2,22.047185430463575,1.4105960264900663,1194,1208,0,0.004873469387755102,0.0049306122448979596,0.0,0.0,0.0,72.21862745098039,69.97745098039218,0.2913346938775511,0.4163265306122449,2.3411764705882354,0.011705882352941177,5.97,0.011882630122761733,0.08818540621347966
3,22.12713936430318,0.9295843520782396,4087,4090,0,0.016681632653061225,0.01669387755102041,0.0,0.0,0.0,62.51907790143084,59.381955484896736,0.609816326530613,1.0269387755102042,3.2488076311605725,0.016244038155802863,20.435,0.0011014552591229476,0.3734239288220995
4,22.671441099093833,2.0874013446360715,3453,3421,0,0.014093877551020408,0.01396326530612245,0.0,0.0,0.0,34.64506172839506,29.378086419753085,0.15540408163265307,0.5289795918367347,5.328703703703703,0.026643518518518518,17.265,0.018505105973601405,0.2326569372003596
5,22.041415423675023,1.4124087591240877,6271,6302,0,0.02559591836734694,0.025722448979591837,0.0,0.0,0.0,39.023927392739274,33.520627062706296,0.331648979591837,0.9893877551020408,5.174092409240924,0.02587046204620462,31.355,0.005207862151942249,0.06366255807208816
6,21.80971390552229,0.803725881570193,1489,1503,0,0.0060775510204081635,0.006134693877551021,0.0,0.0,0.0,82.44421487603306,80.91425619834709,0.6393877551020407,0.7902040816326531,1.5382231404958677,0.007691115702479339,7.445,0.005086460620343862,0.22830449177618004
7,21.57316332726169,1.397692774741955,1633,1647,0,0.00666530612244898,0.006722448979591837,0.0,0.0,0.0,64.7080223880597,61.3666044776119,0.26851020408163245,0.43755102040816324,3.046641791044776,0.01523320895522388,8.165,0.009841348436985035,0.5302308188415297
8,21.512060102807435,1.0502174772637407,5070,5058,0,0.02069387755102041,0.020644897959183672,0.0,0.0,0.0,55.0,51.31466876971604,0.5311591836734689,1.0351020408163265,3.998422712933754,0.01999211356466877,25.35,0.014749430835474864,0.14763313959378738
9,21.61914600550964,1.9028925619834711,1441,1452,0,0.005881632653061224,0.005926530612244898,0.0,0.0,0.0,58.550970873786405,54.95873786407768,0.18484081632653065,0.3363265306122449,3.4975728155339807,0.017487864077669904,7.205,0.05012821937620863,0.04265343603093248
10,22.53015301530153,1.1413141314131414,1116,1111,0,0.004555102040816326,0.004534693877551021,0.0,0.0,0.0,81.10704022988506,79.7492816091954,0.4531061224489797,0.5681632653061225,1.603448275862069,0.008017241379310345,5.58,0.004230127875518104,0.2834724546390187
11,22.059023836549375,1.5312145289443815,3497,3524,0,0.014273469387755103,0.014383673469387756,0.0,0.0,0.0,44.87267904509284,39.687665782493376,0.2442816326530613,0.6155102040816327,4.637931034482759,0.02318965517241379,17.485,0.00898301507514713,0.3710292337662265
12,22.814583333333335,0.671875,989,960,0,0.004036734693877551,0.003918367346938775,0.0,0.0,0.0,88.94754901960785,88.17009803921576,0.7341510204081639,0.8326530612244898,0.9696078431372549,0.0048480392156862746,4.945,0.021364382056408136,0.13308850713588813
13,22.64636449480642,0.8031161473087819,2169,2118,0,0.008853061224489795,0.008644897959183674,0.0,0.0,0.0,75.55807086614173,73.85826771653542,0.6125714285714284,0.8293877551020408,2.1348425196850394,0.010674212598425197,10.845,0.004227467944745773,0.0997662159334368
14,22.16721044045677,0.7059543230016313,2425,2452,0,0.00989795918367347,0.010008163265306123,0.0,0.0,0.0,75.61521739130434,73.45695652173914,0.6895959183673471,0.9387755102040817,2.108695652173913,0.010543478260869566,12.125,0.01433576029238413,0.16585091601114077
15,21.117250673854446,1.3369272237196765,737,742,0,0.0030081632653061225,0.0030285714285714286,0.0,0.0,0.0,79.17375,77.43125,0.2528367346938775,0.32653061224489793,1.8425,0.0092125,3.685,0.04924634723276868,0.3272002768257847
16,22.318046132971507,0.7294436906377205,3684,3685,0,0.01503673469387755,0.015040816326530612,0.0,0.0,0.0,68.72974963181149,66.35198821796754,0.7355591836734687,1.1085714285714285,2.712812960235641,0.013564064801178203,18.42,0.004457566751017502,0.285324510882331
17,22.723026315789475,3.2407894736842104,1560,1520,0,0.00636734693877551,0.006204081632653061,0.0,0.0,0.0,39.47085889570552,34.93865030674848,0.09297959183673474,0.26612244897959186,4.785276073619632,0.02392638036809816,7.8,0.05673339283366725,0.08296800637242994
18,21.63612565445026,0.8150087260034904,1140,1146,0,0.004653061224489796,0.004677551020408163,0.0,0.0,0.0,85.64229910714286,84.37332589285715,0.6171306122448981,0.7314285714285714,1.2723214285714286,0.006361607142857143,5.7,0.024138475210601758,0.28539741086796055
19,22.180616740088105,1.3059979667909183,2955,2951,0,0.012061224489795918,0.012044897959183674,0.0,0.0,0.0,57.21666666666667,53.87839506172837,0.3562571428571427,0.6612244897959184,3.6481481481481484,0.01824074074074074,14.775,0.005629110813889799,0.27926124722108003

